IATA;nom de la compagnie;Nom complet;poid cabine;Taille du bagage à main;taille soute;Poids max. autorisé des bagages en soute; Services à bord;WIFI;Alliance;numéro de téléphone;Site Web;Nationalité;Aéroport de base;Siège Social ;Date de création;fin d'activité;PONCTUALITÉ momondo;VOLS RETARDÉS momondo;VOLS ANNULÉS momondo;Age moyen de la flotte;taille de la flotte;programme de fidelité;avion 1;quantité 1;avion 2;quantité 2;avion 3;quantité 3;avion 4;quantité 4;avion 5;quantité 5;avion 6;quantité 6;avion 7;quantité 7;avion 8;quantité 8;avion 9;quantité 9;avion 10;quantité 10;avion 11;quantité 11;avion 12;quantité 12;avion 13;quantité 13;avion 14;quantité 14;avion 15;quantité 15
TB;Jetairfly;;6 kg;55 x 40 x 20 cm;80 x 60 x 25 cm;20 kg; Tous les services sont payants  ;NON;;32 70 22 00 00;tuifly.com;Belgique;Bruxelles - National (BRU) ;Zaventem (Belgique);38657;;;;;7.4 ;16;; Boeing 737-400 ;1; Boeing 737-500 ;1; Boeing 737-700 ;4; Boeing 737-800 ;8; Boeing 767-300 ;2;;;;;;;;;;;;;;;;;;;;
TC;Air Tanzania;;;50 cm x 37 cm x 25cm;;23 kg;  ;NON;;2,55222E+11;airtanzania.com;Tanzanie;Salaam (DAR) ;Dar es Salam;28194;;;;;21.7 ;3;; Boeing 737-200 ;1; De-Havilland-Canada DHC-8-300 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
TF;Malmo Aviation;;;50x40x25 cm;;15 kg;  ;NON;;+46 771 55 00 10;flygbra.se;Suède;Aéroport de Malmö;Malmö;;;;;;19;13;; British-Aerospace Avro RJ100 ;9; British-Aerospace Avro RJ85 ;3; Saab 2000-Saab 2000 ;1;;;;;;;;;;;;;;;;;;;;;;;;
TG;Thai Airways International;;7 kg;56 x 45 x 25 cm;;20 kg; Repas et boissons inclus dans le billet  ;OUI;Star Alliance;+66 2 288 7000;thaiairways.com;Thaïlande;Bangkok - Suvarnabhumi (BKK) ;Thaïlande Bangkok;1960;;;;;12.3 ;99;Royal Orchid Plus ; Airbus A300-600 ;11; Airbus A330-300 ;23; Airbus A340-600 ;6; Boeing 737-400 ;9; Boeing 747-400 ;18; Boeing 777-200 ;15; Boeing 777-300 ;11;;;;;;;;;;;;;;;;
TI;Tailwind Airlines;Tailwind Havayollari A.S. ;;;;;  ;NON;;+90 212 465 37 37;tailwind.com.tr;;;;39934;;;;;19.8 ;7;; Boeing 737-400 ;5; Boeing 737-800 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
TK;Turkish Airlines;Türk Hava Yollari A.O. ;8 kg;55 x 40 x 23 cm;;20 kg; ;OUI;Star Alliance;+33 1 74 25 04 96;turkishairlines.com;Turquie;Istanbul - Atatürk (IST) ;Istanbul;12194;;0,77;0,1;0,01;6.3 ;170;Miles&Smiles ; Airbus A310-300 ;3; Airbus A319-100 ;11; Airbus A320-200 ;25; Airbus A321-200 ;30; Airbus A330-200 ;9; Airbus A330-300 ;10; Airbus A340-300 ;8; Boeing 737-400 ;3; Boeing 737-700 ;4; Boeing 737-800 ;52; Boeing 737-900 ;3; Boeing 777-300 ;12;;;;;;
TL;Airnorth;Capiteq Limited ;;;;;  ;NON;;+61 8 8920 4000;airnorth.com.au;;Darwin (DRW) ;;1978;;;;;3.3 ;4;; Embraer ERJ-170 ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM;LAM - Linhas Aéreas de Moçambique;Linhas Aéreas de Moçambique, Ltd. ;;;;;  ;NON;;+258 1 465 809;lam.co.mz;;Moçambique opère principalement depuis l'aéroport;;13388;;;;;12.7 ;8;; Boeing 737-200 ;1; Boeing 737-500 ;1; De-Havilland-Canada DHC-8-400 ;3; Embraer ERJ-145 ;1; Embraer ERJ-190 ;2;;;;;;;;;;;;;;;;;;;;
TN;Air Tahiti Nui;;10 kg;56 x 36 x 23 cm;158 cm cumulés;23 kg; Repas et boissons inclus dans le billet  ;NON;;08 25 02 42 02;airtahitinui.fr;France;Tahiti - Faa'a Papeete (PPT) ;Polynésie française, Papeete;35369;;;;;10.1 ;5;Club Tiare ; Airbus A340-300 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Transavia France;;;;;;  ;NON;;892058888;transavia.com;;Paris - Orly (ORY) ;;2006;;;;;6.3 ;13;; Boeing 737-800 ;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP;TAP Portugal;Transportes Aéreos Portugueses ;10kg;55 x 40 x 20 cm;;32 kg; Repas et boissons inclus dans le billet  ;OUI;;820319320;flytap.fr;Portugal;Lisbonne (LIS) ;Lisbonne;16510;;;;;11.2 ;55;Victoria ; Airbus A319-100 ;19; Airbus A320-200 ;17; Airbus A321-200 ;3; Airbus A330-200 ;12; Airbus A340-300 ;4;;;;;;;;;;;;;;;;;;;;
TR;Tigerair;Tiger Airways Singapore Pte Ltd. ;;;;;  ;NON;;6531583388;flyscoot.com;;Singapour (SIN) ;;37967;;;;;2.9 ;25;; Airbus A320-200 ;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TS;Air Transat;;10 kg;51 x 40 x 23 cm;158 cm cumulés;23 kg; Offert boissons sans alcool  ;NON;;825120248;airtransat.fr;Canada;Montréal - Trudeau International (YUL) ;Montréal;31747;;;;;16.2 ;23;; Airbus A310-300 ;11; Airbus A330-200 ;8; Airbus A330-300 ;4;;;;;;;;;;;;;;;;;;;;;;;;
TT;Tigerair Australia;Tiger Airways Australia Pty Ltd ;;;;;  ;NON;;+61 3 9335 3033;tigerairways.com;;Melbourne - Tullamarine (MEL) ;;39157;;;;;5;13;; Airbus A320-200 ;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TU;Tunisair;Société Tunisienne de l'Air ;8 kg;55 x 40 x 25 cm;;20 kg; Repas et boissons inclus dans le billet  ;NON;;+33 1 42 12 31 28;tunisair.com.tn;Tunisie;Tunis - Carthage (TUN) ;Tunis, Tunisie;17827;;;;;15.3 ;32;Fidelys ; Airbus A300-600 ;3; Airbus A319-100 ;4; Airbus A320-200 ;14; Boeing 737-500 ;4; Boeing 737-600 ;7;;;;;;;;;;;;;;;;;;;;
TV;Tibet Airlines;;;;;;  ;NON;;4008-0891-88;tibetairlines.com.cn;;;;2010;;;;;2.3 ;15;; Airbus A319-100 ;14; Airbus A320-200 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
TW;T'Way Air;;;;;;  ;NON;;;;;;;2004;;;;;10;12;; Boeing 737-800 ;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TX;Air Caraïbes;;12 kg;55 x 40 x 20 cm;158 cm cumulés;23 kg; Repas et boissons inclus dans le billet  ;NON;;820835835;aircaraibes.com;France;Pointe-a-Pitre (PTP) ;Les Abymes (Gaudeloupe);36708;;0,56;0,16;;5.5 ;9;Préférence ; Airbus A330-200 ;1; Airbus A330-300 ;4; ATR 42/72-ATR 72 ;3; Embraer ERJ-190 ;1;;;;;;;;;;;;;;;;;;;;;;
TY;Air Caledonie;;;;;;  ;NON;;;air-caledonie.nc;;;;;;;;;8.9 ;4;; ATR 42/72-ATR 42 ;1; ATR 42/72-ATR 72 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
TZ;Scoot;Scoot Pte Ltd. ;7kgs;54cm x 38cm x 23cm ;;;  ;NON;;;;;Singapour (SIN) ;;40848;;;;;15.7 ;6;; Boeing 777-200 ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2;easyjet;easyJet Airline Company Limited ;10kg;56 x 45 x 25 cm;;20 kg; Tous les services sont payants  ;NON;;+33 8 20 42 03 15;easyjet.com;Royaume-Uni;Zlin (GTW) ;Aéroport de Londres-Luton, Luton, Angleterre;34990;;0,86;0,06;;4.1 ;189;; Airbus A319-100 ;146; Airbus A320-200 ;43;;;;;;;;;;;;;;;;;;;;;;;;;;
U4;Buddha Air;;;;;15 kg; Tous les services à bord sont payant  ;NON;;+977 1 5542494;buddhaair.com;;Katmandou (KTM) ;;1997;;;;;14.6 ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U6;Ural Airlines;;;55 x 40 x 20 cm;100 x 50 x 50 cm;30 kg;  ;NON;;+7 343 345 36 45;uralairlines.com;;;;34331;;;;;12.1 ;31;; Airbus A319-100 ;3; Airbus A320-200 ;18; Airbus A321-200 ;10;;;;;;;;;;;;;;;;;;;;;;;;
U7;Air Uganda;;;;;;  ;NON;;;;;Kampala (EBB) ;;2007;;;;;23.8 ;4;; Canadair CRJ-200 ;2; McDonnell-Douglas MD-87 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
UA;United Airlines;;10kg;56 x 35 x 23 cm;158 cm cumulés;23 Kg; ;OUI;;01 71 23 03 35;united.com;Etats Unis;Chicago - O'Hare (ORD) ;Chicago;37937;39819;0,69;0,09;0,04;;1262;Mileage Plus ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UD;Hex'Air;;8 kg;50 x 40 x 20 cm;158 cm cumulés;23 kg;  ;NON;;;;;;;33327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UG;Tunisair Express;;;;;;  ;NON;;;tunisairexpress.net;;Tunis - Carthage (TUN) ;;;;;;;14.3 ;5;; ATR 42/72-ATR 42 ;1; ATR 42/72-ATR 72 ;3; Canadair CRJ-900 ;1;;;;;;;;;;;;;;;;;;;;;;;;
UH;AtlasGlobal Ukraine;AtlasGlobal Ukraine ;;;;;  ;NON;;;;;;;42095;;;;;17.1 ;2;; Airbus A320-200 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UJ;USA Jet Airlines;;;;;;  ;NON;;734.547.7200;usajetairlines.com;;;;;;;;;41.5 ;12;; McDonnell-Douglas DC-9-10 ;4; McDonnell-Douglas MD-80 ;6; McDonnell Douglas MD-83 ;2;;;;;;;;;;;;;;;;;;;;;;;;
UK;Vistara;TATA SIA Airlines Ltd. ;;;;;  ;NON;;18601089999;airvistara.com;;;;2014;;;;;1;9;; Airbus A320-200 ;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UL;SriLankan Airlines;;7 kg;46 x 36 x 20 cm;;;  ;NON;OneWorld;+33 1 42 97 43 44;srilankan.com;Sri Lanka;Aéroport de Ratmalana;Katunayake;29037;;;;;11;22;; Airbus A320-200 ;8; Airbus A321-200 ;1; Airbus A330-200 ;7; Airbus A340-300 ;6;;;;;;;;;;;;;;;;;;;;;;
UM;Air Zimbabwe;;;;;;  ;NON;;;airzimbabwe.com;;;;;;;;;19.2 ;6;; Airbus A320-200 ;1; Boeing 737-200 ;1; Boeing 767-200 ;1; Embraer ERJ-145 ;1;;;;;;;;;;;;;;;;;;;;;;
UN;Transaero Airlines;;8 kg;115 cm cumulés;158 cm cumulés;20 kg;  ;NON;;;;;Moscou - Domodedovo (DME) ;;33235;;;;;15.4 ;99;; Boeing 737-300 ;4; Boeing 737-400 ;5; Boeing 737-500 ;14; Boeing 737-700 ;7; Boeing 737-800 ;15; Boeing 747-400 ;20; Boeing 767-200 ;2; Boeing 767-300 ;13; Boeing 777-200 ;8; Boeing 777-300 ;5; Tupolev Tu-204 ;2; Tupolev Tu-214 ;3;;;;;;
UO;Hong Kong Express;Hong Kong Express Airways Ltd ;;"158cm/62""""";;32kg;  ;NON;U-FLY Alliance;85231511888;hkexpress.com;Chine;Hong Kong (HKG) ;Hong kong, Chine;38056;;;;;1.8 ;5;; Airbus A320-200 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UP;Bahamasair;Bahamasair Holdings Ltd ;;55 x 35 x 25 cm;;20 kg;  ;NON;;12423778451;bahamasair.com;Bahamas;l'aéroport international Lynden Pindling;Nassau;1973;;;;;21.6 ;8;; Boeing 737-500 ;3; De-Havilland-Canada DHC-8-300 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;
US;US airways;US Airways, Inc. ;18 kg;56 x 36 x 23 cm;157 cm cumulés;23 kg; Repas et boissons inclus dans le billet  ;OUI;;08 10 63 22 22;http://www.americanairlines.fr;Etats Unis;Phoenix - Sky Harbor International (PHX) ;Tempe, Arizona;1939;;;;;13.3 ;340;Dividend Miles ; Airbus A319-100 ;93; Airbus A320-200 ;72; Airbus A321-200 ;63; Airbus A330-200 ;7; Airbus A330-300 ;9; Boeing 737-300 ;7; Boeing 737-400 ;40; Boeing 757-200 ;24; Boeing 767-200 ;10; Embraer ERJ-190 ;15;;;;;;;;;;
UT;UTAir Aviation;;;;;;  ;NON;;74952280380;utair.ruutair.ua;;;;33539;;;;;13.1 ;109;; Airbus A321-200 ;6; ATR 42/72-ATR 42 ;8; ATR 42/72-ATR 72 ;15; Boeing 737-400 ;6; Boeing 737-500 ;33; Boeing 737-800 ;11; Boeing 757-200 ;9; Boeing 767-200 ;5; Canadair CRJ-200 ;11; Tupolev Tu-154 ;2;;;;;;;;;;
UU;Air Austral;;10 kg;55 x 40 x 20 cm;300 cm cumulés;23 kg; Repas et boissons inclus dans le billet  ;NON;Vanilla Alliance;01 41 92 01 32;air-austral.com;;Saint Denis;;1975;;0,66;0,12;0,03;4.2 ;11;Capricorne ; ATR 42/72-ATR 72 ;3; Boeing 737-800 ;2; Boeing 777-200 ;3; Boeing 777-300 ;3;;;;;;;;;;;;;;;;;;;;;;
UX;Air Europa;Air Europa Líneas Aéreas, S.A.U. ;10kgs;56cm x 45cm x 25cm ;;50 kg; <br>Offert  Les repas et boissons pour les trajets long-courriers et payants sur de petites distances. ;OUI;Skyteam;33142650800;aireuropa.com;Espagne;Madrid (MAD) ;LLUCMAJOR;1986;;0,83;0,07;;7.2 ;41;; Airbus A330-200 ;11; Boeing 737-800 ;18; Embraer ERJ-195 ;11;;;;;;;;;;;;;;;;;;;;;;;;
V0;Conviasa;Consórcio Venezolano de Indústrias Aeronáuticas y Servicios Aéreos ;;;;;  ;NON;;;conviasa.aero;;Caracas - Simon Bolivar (CCS) ;;38077;;;;;25.9 ;29;; ATR 42/72-ATR 42 ;1; ATR 42/72-ATR 72 ;2; Boeing 737-200 ;6; Boeing 737-300 ;2; Canadair CRJ-700 ;4; Embraer ERJ-190 ;13;;;;;;;;;;;;;;;;;;
V3;Carpatair;;;55 x 40 x 20 cm;;23 kg;  ;NON;;33170800132;carpatair.com;Roumanie;Traian-Vuia de Timisoara;Timisoara;;;;;;19.9 ;4;; Boeing 737-300 ;1; Fokker F100 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
V7;Volotea;;20 kg;55 x 40 x 20 cm;;20 kg; Tous les services à bord sont payant  ;NON;;821610752;volotea.com;Espagne;Venise - Marco Polo (VCE) ;Barcelone;2011;;;;;6.6 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VA;Virgin Australia;Virgin Australia Airlines Pty Ltd ;7kgs;48cm x 34cm x 23cm ;;32 kg;  ;NON;;+61 7 3295 2296;virginaustralia.com;Australie;Brisbane - International (BNE) ;Brisbane, Australie;40667;;;;;5.1 ;103;; Airbus A330-200 ;7; Boeing 737-700 ;2; Boeing 737-800 ;71; Boeing 777-300 ;5; Embraer ERJ-190 ;18;;;;;;;;;;;;;;;;;;;;
VB;Viva Aerobus;Aeroenlaces Nacionales, S.A. de C.V. ;;;;;  ;NON;;81 82 150 150;vivaaerobus.com;;;;2006;;;;;16.1 ;33;; Airbus A320-200 ;14; Boeing 737-300 ;19;;;;;;;;;;;;;;;;;;;;;;;;;;
VF;Valuair;;;48 x 34 x 23 cm;;15 kg;  ;NON;;852 20 808;flyviking.no;Singapour;Aéroport international de Singapour Chang Changi;Singapour;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VG;VLM;Vlaamse Luchttransportmaatschappij ;;47,5cm x 35cmx 20cm;;56kg;  ;NON;;FR: +33 975 180 527;http://flyvlm.com;Belgique;Londres - City Airport (LCY) ;Anvers;;;;;;25.5 ;8;; Fokker F50 ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VI;Volga-Dnepr;;;;;;  ;NON;;;;;;;;;;;;19.7 ;13;; Antonov An-124 ;10; Ilyushin Il-76 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
VJ;Jatayu Airlines;;;;;;  ;NON;;8419001886;vietjetair.com;;Jakarta - Soekarno-Hatta (CGK) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VL;Med-View Airlines;;;;;;  ;NON;;7082543952;medviewairline.com;;;;2007;;;;;18.7 ;4;; Boeing 737-400 ;2; Boeing 737-500 ;1; Boeing 767-300 ;1;;;;;;;;;;;;;;;;;;;;;;;;
VN;Vietnam Airlines;;7 kg;56 x 36 x 23 cm;158 cm cumulés;23 kg; Repas et boissons inclus dans le billet  ;OUI;Skyteam;+33 1 44 55 39 90;vietnamairlines.com;Vietnam;Hanoï (HAN) ;200 Nguyen Son, Long Bien,Ha Noi, VIETNAM;1956;;;;;6.6 ;70;Golden Lotus Plus ; Airbus A320-200 ;8; Airbus A321-200 ;28; Airbus A330-200 ;9; ATR 42/72-ATR 72 ;12; Boeing 777-200 ;10; Fokker F70 ;2;;;;;;;;;;;;;;;;;;
VO;Tyrolean Airways;Tiroler Luftfahrt GesmbH ;;55 x 40 x 23 cm - 8 kg;;23 kg;  ;NON;;00 44 207 048 06 14;flyvlm.com;Autriche;Innsbruck (INN) ;Innsbruck, Autriche;1978;;;;;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VR;TACV Cabo Verde Airlines;Transportes Aereos de Cabo Verde (TACV) ;5 kg;55 x 35 x 25 cm;;23kg;  ;NON;;+49 89 5525 3313;flytacv.com;Cap-Vert;Aeroport International de Praia;Praia;1958;;;;;10;6;; ATR 42/72-ATR 42 ;1; ATR 42/72-ATR 72 ;2; Boeing 737-800 ;1; Boeing 757-200 ;1;;;;;;;;;;;;;;;;;;;;;;
VS;Virgin Atlantic;Virgin Atlantic Airways Ltd. ;10kgs;56cm x 36cm x 23cm  ;;23 kg; Repas et boissons inclus dans le billet  ;NON;;18008215438;virginatlantic.com;;Londres - Heathrow (LHR) ;;30855;;;;;9.1 ;39;Flying Club ; Airbus A330-300 ;3; Airbus A340-300 ;4; Airbus A340-600 ;19; Boeing 747-400 ;13;;;;;;;;;;;;;;;;;;;;;;
VT;Air Tahiti;;;45 cm x 35 cm x 20 cm;;23 kg;  ;NON;;+689 86 42 42;airtahiti.pf;France;Aéroport international Tahiti Faa'a;Papeete;;;;;;7.2 ;10;; ATR 42/72-ATR 42 ;3; ATR 42/72-ATR 72 ;7;;;;;;;;;;;;;;;;;;;;;;;;;;
VV;AeroSvit Airlines;____________ ________ ;;55 x 35 x 25 cm;;32 kg;  ;NON;;80078200;vivaair.com;Ukraine;Aéroport de Kiev Boryspil;Boryspil;34418;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VW;Aeromar;;;22 x 38 x 65 cm;;25 kg;  ;NON;;5551331111;aeromar.com.mx;Mexique;Aéroport international Benito Juárez;Mexico, Mexique;;;;;;18.2 ;16;; ATR 42/72-ATR 42 ;14; ATR 42/72-ATR 72 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
VX;Virgin America;;None;61cm x 41cm x 25cm ;;20 kg; Tous les services sont payants  ;OUI;;16507627005;virginamerica.com;;San Francisco (SFO) ;;2004;;;;;3.4 ;51;eleVAte ; Airbus A319-100 ;10; Airbus A320-200 ;41;;;;;;;;;;;;;;;;;;;;;;;;;;
VY;Vueling;Vueling Airlines ;10 kg;55 x 40 x 20 cm;;23 kg; Tous les services sont payants  ;NON;;892232410;vueling.fr;Espagne;Barcelone (BCN) ;El Prat de Llobregat;38018;;0,88;0,06;;8.5 ;58;Punto ; Airbus A319-100 ;2; Airbus A320-200 ;56;;;;;;;;;;;;;;;;;;;;;;;;;;
W3;Arik Air;;12kgs;55cm x 35cm x 25cm ;;20 kg;  ;NON;;4,48445E+11;arikair.com;Nigeria;Aéroport international Murtala-Muhammed (Lagos);Lagos Nigéria;2006;;;;;6.8 ;23;; Airbus A330-200 ;2; Airbus A340-500 ;2; Boeing 737-700 ;8; Boeing 737-800 ;4; Canadair CRJ-900 ;4; De-Havilland-Canada DHC-8-400 ;2;;;;;;;;;;;;;;;;;;
W4;LC Perú;LC Busre S.A.C. ;;;;;  ;NON;;+51 1 204 1313;lcperu.pe;;;;;;;;;21.1 ;10;; Boeing 737-500 ;4; De Havilland Canada DHC-8-200 ;5; De Havilland Canada DHC-8-400 ;1;;;;;;;;;;;;;;;;;;;;;;;;
W6;Wizz Air;;10 kg;56 x 40 x 23 cm;171 x 149 x 119 cm;32 kg; Tous les services sont payants  ;NON;;899190037;wizzair.com;Hongrie;Budapest (BUD) ;Budapest;37773;;;;;3.3 ;36;; Airbus A320-200 ;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WA;KLM Cityhopper;;;;;;  ;NON;;;;;;;33329;;;;;14.2 ;47;; Embraer ERJ-190 ;30; Fokker F70 ;17;;;;;;;;;;;;;;;;;;;;;;;;;;
WB;RwandAir;Rwandair Express [Dec 2002 - Mar 2009]<br>RwandAir ltd [since Mar 2009] ;;;;;  ;NON;;250575757;rwandair.com;;Kigali (KGL) ;;37591;;;;;10;11;; Boeing 737-700 ;2; Boeing 737-800 ;2; Canadair CRJ-900 ;2; De-Havilland-Canada DHC-8-100 ;1; De-Havilland-Canada DHC-8-200 ;2; De-Havilland-Canada DHC-8-400 ;1; McDonnell-Douglas MD-82 ;1;;;;;;;;;;;;;;;;
WC;Isleña Airlines;Isleña de Inversiones SA de CV ;;;;;  ;NON;;;;;;;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WE;Thai Smile;Thai Smile Airways Company Limited ;;;;;  ;NON;;+66 02 118 8888;thaismileair.com;;;;2011;;;;;1.7 ;15;; Airbus A320-200 ;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WF;Widerøe;;;;;;  ;NON;;4781001200;wideroe.no;;;;12469;;;;;16.1 ;42;; De-Havilland-Canada DHC-8-100 ;20; De-Havilland-Canada DHC-8-200 ;3; De-Havilland-Canada DHC-8-300 ;8; De-Havilland-Canada DHC-8-400 ;11;;;;;;;;;;;;;;;;;;;;;;
WG;Sunwing Airlines;;;;;;  ;NON;;;sunwing.ca;;;;38657;;;;;6.2 ;38;; Boeing 737-800 ;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WH;WebJet Linhas Aéreas;;5 kg;55 x 40 x 20 cm;;23 kg; Tous les services sont payants  ;NON;;;;;Rio;;;;;;;16.5 ;28;; Boeing 737-300 ;23; Boeing 737-800 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;
WI;White;White Airways S.A. ;;;;;  ;NON;;3,51219E+11;flywhite.com;;;;2005;;;;;11.2 ;9;; ATR 42/72-ATR 42 ;2; ATR 42/72-ATR 72 ;1; Airbus A310-300 ;1; Airbus A319-100 ;3; Airbus A320-200 ;1; Boeing 777-200 ;1;;;;;;;;;;;;;;;;;;
WJ;Labrador Airways;;;;;;  ;NON;;;;;;;;;;;;26.2 ;1;; De Havilland Canada DHC-8-100 ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WK;Edelweiss Air;;;;;;  ;NON;;41848700700;edelweissair.com;;;;34991;;;;;13.8 ;8;; Airbus A320-200 ;6; Airbus A330-200 ;1; Airbus A330-300 ;1;;;;;;;;;;;;;;;;;;;;;;;;
WM;Winair;;;;;;  ;NON;;18882556889;fly-winair.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WN;Southwest Airlines;;5 kg;60cm x 40cm x 25cm  ;;20kg; Tous les services sont payants  ;OUI;;18004359792;southwest.com;;Dallas - Fort Worth International (DFW) ;;24546;;;;;12;572;Rapid Rewards ; Boeing 737-300 ;163; Boeing 737-500 ;25; Boeing 737-700 ;374; Boeing 737-800 ;10;;;;;;;;;;;;;;;;;;;;;;
WP;Island Air;Hawaii Island Air, Inc. ;;;;;  ;NON;;;;;Honolulu (HNL) ;;1980;;;;;20.3 ;5;; ATR 42/72-ATR 72 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WS;WestJet;WestJet Airlines Ltd. ;None;53cm x 38cm x 23cm;;23 kg; En-cas offerts à bord  ;NON;;18779566982;westjet.com;;Calgary (YYC) ;;1996;;;;;6.2 ;98;Frequent Guest Program ; Boeing 737-600 ;13; Boeing 737-700 ;69; Boeing 737-800 ;16;;;;;;;;;;;;;;;;;;;;;;;;
WU;Wizz Air Ukraine;Wizz Air Ukraine ;;;;;  ;NON;;;wizzair.com;;;;;;;;;4.2 ;3;; Airbus A320-200 ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WW;bmibaby;;23kgs;56cm x 45cm x 25cm ;;60 kg; Tous les services sont payants  ;NON;;+33 0 1 83 79 00 13;wowair.fr;Islande;Nottingham - East Midlands (EMA) ;Reykjavik, Islande;37280;;;;;16;14;; Boeing 737-300 ;12; Boeing 737-500 ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
WX;Cityjet;Cityjet Ltd. ;;47.5 x 35 x 20 cm;;46 kg;  ;NON;;18700170;cityjet.com;Irlande;Aéroport de Londres-City;Swords Business Campus, Irlande;34346;;;;;18.8 ;31;; British-Aerospace Avro RJ85 ;18; Fokker F50 ;12;;;;;;;;;;;;;;;;;;;;;;;;;;
WY;Oman Air;;7 kg;115 cm cumulés;158 cm cumulés;30 kg;  ;OUI;;1 47 64 21 50;omanair.aero;Sultanat d'Oman;Muscat (MCT) ;Aéroport international de Mascate;1981;;;;;6.2 ;30;; Airbus A330-200 ;4; Airbus A330-300 ;3; ATR 42/72-ATR 42 ;2; Boeing 737-700 ;2; Boeing 737-800 ;15; Embraer ERJ-175 ;4;;;;;;;;;;;;;;;;;;
WZ;Red Wings;Airlines 400 CJSC ;;;;;  ;NON;;74952121251;flyredwings.com;;;;2007;;;;;7.2 ;7;; Tupolev Tu-204 ;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X3;tuifly;;6kgs;55cm x 40cm x 20cm ;;20 kg; Tous les services sont payants  ;NON;;+49 180 5 42 41 40;tuifly.com;Allemagne;Hannover (HAJ) ;Langenhagen, Allemagne;39097;;;;;7.8 ;38;FriendChips ; Boeing 737-700 ;10; Boeing 737-800 ;28;;;;;;;;;;;;;;;;;;;;;;;;;;
X5;Tend Air;S.C. Ten Airways S.R.L. ;;;;;  ;NON;;;;;;;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X9;Avion Express;;10 kg;56 x 45 x 25 cm;;;  ;NON;;+370 5 200 1040;flyavex.com;;;;2010;;;;;17.8 ;8;; Airbus A319-100 ;1; Airbus A320-200 ;7;;;;;;;;;;;;;;;;;;;;;;;;;;
XC;Corendon;;7 kg;;;20 kg; Offert   En-cas et boissons sans alcool ;NON;;+90 216 467 67 10;www.corendon.com;;Antalya (AYT) ;;;;;;;13.6 ;8;; Boeing 737-300 ;1; Boeing 737-400 ;2; Boeing 737-800 ;5;;;;;;;;;;;;;;;;;;;;;;;;
XG;SunExpress Germany;SunExpress Deutschland GmbH ;;;;;  ;NON;;;sunexpress.com;;Francfort (FRA) ;;40702;;;;;11.2 ;10;; Boeing 737-800 ;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XJ;Thai AirAsia X;;;;;;  ;NON;;+66 2 515 9999;airasia.com;;;;2013;;;;;8.2 ;5;; Airbus A330-300 ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
